	Abstract— Cross-language information retrieval (CLIR) is a 	I. INTRIDUCTION 	II. LITERATURE REVIEW 	III. PROPOSED APPROACH 	IV. EXPERIMENT RESULT 	V. CONCLUSION 	REFERENCE 
05942045.pdf	918,0	2186,0	1707,0	7756,0	4591,0	542,0	2184,0

